SERVICE TYPE,TYPE,SERVICE GROUP,MONTH,YEAR,MONTH | YEAR,QUARTER | YEAR,STATUS,DATE,QTY
INC,JOB ABEND,NON-VENDOR,10,2023,OCT | 2023,4Q | 2023,Backlog,1/10/23,0
INC,JOB ABEND,NON-VENDOR,11,2023,NOV | 2023,4Q | 2023,Backlog,1/11/23,10
INC,JOB ABEND,NON-VENDOR,12,2023,DEC | 2023,4Q | 2023,Backlog,1/12/23,8
INC,JOB ABEND,NON-VENDOR,1,2024,JAN | 2024,1Q | 2024,Backlog,1/1/24,8
INC,JOB ABEND,NON-VENDOR,2,2024,FEB | 2024,1Q | 2024,Backlog,1/2/24,8
INC,JOB ABEND,NON-VENDOR,3,2024,MAR | 2024,1Q | 2024,Backlog,1/3/24,8
INC,JOB ABEND,NON-VENDOR,4,2024,APR | 2024,2Q | 2024,Backlog,1/4/24,8
INC,JOB ABEND,NON-VENDOR,5,2024,MAY | 2024,2Q | 2024,Backlog,1/5/24,8
INC,JOB ABEND,NON-VENDOR,6,2024,JUN | 2024,2Q | 2024,Backlog,1/6/24,8
INC,JOB ABEND,NON-VENDOR,7,2024,JUL | 2024,3Q | 2024,Backlog,1/7/24,8
INC,JOB ABEND,NON-VENDOR,8,2024,AUG | 2024,3Q | 2024,Backlog,1/8/24,0
INC,JOB ABEND,NON-VENDOR,9,2024,SEP | 2024,3Q | 2024,Backlog,1/9/24,0
INC,JOB ABEND,NON-VENDOR,10,2024,OCT | 2024,4Q | 2024,Backlog,1/10/24,0
INC,JOB ABEND,NON-VENDOR,11,2024,NOV | 2024,4Q | 2024,Backlog,1/11/24,0
INC,JOB ABEND,NON-VENDOR,12,2024,DEC | 2024,4Q | 2024,Backlog,1/12/24,0
INC,INCIDENTS,NON-VENDOR,1,2021,JAN | 2021,1Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,2,2021,FEB | 2021,1Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,3,2021,MAR | 2021,1Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,4,2021,APR | 2021,2Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,5,2021,MAY | 2021,2Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,6,2021,JUN | 2021,2Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,7,2021,JUL | 2021,3Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,8,2021,AUG | 2021,3Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,9,2021,SEP | 2021,3Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,10,2021,OCT | 2021,4Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,11,2021,NOV | 2021,4Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,12,2021,DEC | 2021,4Q | 2021,Open,,0
INC,INCIDENTS,NON-VENDOR,1,2022,JAN | 2022,1Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,2,2022,FEB | 2022,1Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,3,2022,MAR | 2022,1Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,4,2022,APR | 2022,2Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,5,2022,MAY | 2022,2Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,6,2022,JUN | 2022,2Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,7,2022,JUL | 2022,3Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,8,2022,AUG | 2022,3Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,9,2022,SEP | 2022,3Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,10,2022,OCT | 2022,4Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,11,2022,NOV | 2022,4Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,12,2022,DEC | 2022,4Q | 2022,Open,,0
INC,INCIDENTS,NON-VENDOR,1,2023,JAN | 2023,1Q | 2023,Open,,0
INC,INCIDENTS,NON-VENDOR,2,2023,FEB | 2023,1Q | 2023,Open,,0
INC,INCIDENTS,NON-VENDOR,3,2023,MAR | 2023,1Q | 2023,Open,,0
INC,INCIDENTS,NON-VENDOR,4,2023,APR | 2023,2Q | 2023,Open,,0
INC,INCIDENTS,NON-VENDOR,5,2023,MAY | 2023,2Q | 2023,Open,,0
INC,INCIDENTS,NON-VENDOR,6,2023,JUN | 2023,2Q | 2023,Open,,0
INC,INCIDENTS,NON-VENDOR,7,2023,JUL | 2023,3Q | 2023,Open,,245
INC,INCIDENTS,NON-VENDOR,8,2023,AUG | 2023,3Q | 2023,Open,,279
INC,INCIDENTS,NON-VENDOR,9,2023,SEP | 2023,3Q | 2023,Open,,236
INC,INCIDENTS,NON-VENDOR,10,2023,OCT | 2023,4Q | 2023,Open,,273
INC,INCIDENTS,NON-VENDOR,11,2023,NOV | 2023,4Q | 2023,Open,,245
INC,INCIDENTS,NON-VENDOR,12,2023,DEC | 2023,4Q | 2023,Open,,190
INC,INCIDENTS,NON-VENDOR,1,2024,JAN | 2024,1Q | 2024,Open,,227
INC,INCIDENTS,NON-VENDOR,2,2024,FEB | 2024,1Q | 2024,Open,,263
INC,INCIDENTS,NON-VENDOR,3,2024,MAR | 2024,1Q | 2024,Open,,251
INC,INCIDENTS,NON-VENDOR,4,2024,APR | 2024,2Q | 2024,Open,,217
INC,INCIDENTS,NON-VENDOR,5,2024,MAY | 2024,2Q | 2024,Open,,233
INC,INCIDENTS,NON-VENDOR,6,2024,JUN | 2024,2Q | 2024,Open,,219
INC,INCIDENTS,NON-VENDOR,7,2024,JUL | 2024,3Q | 2024,Open,,67
INC,INCIDENTS,NON-VENDOR,8,2024,AUG | 2024,3Q | 2024,Open,,0
INC,INCIDENTS,NON-VENDOR,9,2024,SEP | 2024,3Q | 2024,Open,,0
INC,INCIDENTS,NON-VENDOR,10,2024,OCT | 2024,4Q | 2024,Open,,0
INC,INCIDENTS,NON-VENDOR,11,2024,NOV | 2024,4Q | 2024,Open,,0
INC,INCIDENTS,NON-VENDOR,12,2024,DEC | 2024,4Q | 2024,Open,,0
INC,INCIDENTS,NON-VENDOR,1,2021,JAN | 2021,1Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,2,2021,FEB | 2021,1Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,3,2021,MAR | 2021,1Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,4,2021,APR | 2021,2Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,5,2021,MAY | 2021,2Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,6,2021,JUN | 2021,2Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,7,2021,JUL | 2021,3Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,8,2021,AUG | 2021,3Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,9,2021,SEP | 2021,3Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,10,2021,OCT | 2021,4Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,11,2021,NOV | 2021,4Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,12,2021,DEC | 2021,4Q | 2021,Resolved,,0
INC,INCIDENTS,NON-VENDOR,1,2022,JAN | 2022,1Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,2,2022,FEB | 2022,1Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,3,2022,MAR | 2022,1Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,4,2022,APR | 2022,2Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,5,2022,MAY | 2022,2Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,6,2022,JUN | 2022,2Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,7,2022,JUL | 2022,3Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,8,2022,AUG | 2022,3Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,9,2022,SEP | 2022,3Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,10,2022,OCT | 2022,4Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,11,2022,NOV | 2022,4Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,12,2022,DEC | 2022,4Q | 2022,Resolved,,0
INC,INCIDENTS,NON-VENDOR,1,2023,JAN | 2023,1Q | 2023,Resolved,,0
INC,INCIDENTS,NON-VENDOR,2,2023,FEB | 2023,1Q | 2023,Resolved,,0
INC,INCIDENTS,NON-VENDOR,3,2023,MAR | 2023,1Q | 2023,Resolved,,0
INC,INCIDENTS,NON-VENDOR,4,2023,APR | 2023,2Q | 2023,Resolved,,0
INC,INCIDENTS,NON-VENDOR,5,2023,MAY | 2023,2Q | 2023,Resolved,,0
INC,INCIDENTS,NON-VENDOR,6,2023,JUN | 2023,2Q | 2023,Resolved,,0
INC,INCIDENTS,NON-VENDOR,7,2023,JUL | 2023,3Q | 2023,Resolved,,200
INC,INCIDENTS,NON-VENDOR,8,2023,AUG | 2023,3Q | 2023,Resolved,,285
INC,INCIDENTS,NON-VENDOR,9,2023,SEP | 2023,3Q | 2023,Resolved,,233
INC,INCIDENTS,NON-VENDOR,10,2023,OCT | 2023,4Q | 2023,Resolved,,279
INC,INCIDENTS,NON-VENDOR,11,2023,NOV | 2023,4Q | 2023,Resolved,,245
INC,INCIDENTS,NON-VENDOR,12,2023,DEC | 2023,4Q | 2023,Resolved,,201
INC,INCIDENTS,NON-VENDOR,1,2024,JAN | 2024,1Q | 2024,Resolved,,223
INC,INCIDENTS,NON-VENDOR,2,2024,FEB | 2024,1Q | 2024,Resolved,,261
INC,INCIDENTS,NON-VENDOR,3,2024,MAR | 2024,1Q | 2024,Resolved,,255
INC,INCIDENTS,NON-VENDOR,4,2024,APR | 2024,2Q | 2024,Resolved,,219
INC,INCIDENTS,NON-VENDOR,5,2024,MAY | 2024,2Q | 2024,Resolved,,233
INC,INCIDENTS,NON-VENDOR,6,2024,JUN | 2024,2Q | 2024,Resolved,,206
INC,INCIDENTS,NON-VENDOR,7,2024,JUL | 2024,3Q | 2024,Resolved,,73
INC,INCIDENTS,NON-VENDOR,8,2024,AUG | 2024,3Q | 2024,Resolved,,0
INC,INCIDENTS,NON-VENDOR,9,2024,SEP | 2024,3Q | 2024,Resolved,,0
INC,INCIDENTS,NON-VENDOR,10,2024,OCT | 2024,4Q | 2024,Resolved,,0
INC,INCIDENTS,NON-VENDOR,11,2024,NOV | 2024,4Q | 2024,Resolved,,0
INC,INCIDENTS,NON-VENDOR,12,2024,DEC | 2024,4Q | 2024,Resolved,,0
INC,INCIDENTS,NON-VENDOR,1,2021,JAN | 2021,1Q | 2021,Backlog,1/1/21,0
INC,INCIDENTS,NON-VENDOR,2,2021,FEB | 2021,1Q | 2021,Backlog,1/2/21,0
INC,INCIDENTS,NON-VENDOR,3,2021,MAR | 2021,1Q | 2021,Backlog,1/3/21,0
INC,INCIDENTS,NON-VENDOR,4,2021,APR | 2021,2Q | 2021,Backlog,1/4/21,0
INC,INCIDENTS,NON-VENDOR,5,2021,MAY | 2021,2Q | 2021,Backlog,1/5/21,0
INC,INCIDENTS,NON-VENDOR,6,2021,JUN | 2021,2Q | 2021,Backlog,1/6/21,0
INC,INCIDENTS,NON-VENDOR,7,2021,JUL | 2021,3Q | 2021,Backlog,1/7/21,0
INC,INCIDENTS,NON-VENDOR,8,2021,AUG | 2021,3Q | 2021,Backlog,1/8/21,0
INC,INCIDENTS,NON-VENDOR,9,2021,SEP | 2021,3Q | 2021,Backlog,1/9/21,0
INC,INCIDENTS,NON-VENDOR,10,2021,OCT | 2021,4Q | 2021,Backlog,1/10/21,0
INC,INCIDENTS,NON-VENDOR,11,2021,NOV | 2021,4Q | 2021,Backlog,1/11/21,0
INC,INCIDENTS,NON-VENDOR,12,2021,DEC | 2021,4Q | 2021,Backlog,1/12/21,0
INC,INCIDENTS,NON-VENDOR,1,2022,JAN | 2022,1Q | 2022,Backlog,1/1/22,0
INC,INCIDENTS,NON-VENDOR,2,2022,FEB | 2022,1Q | 2022,Backlog,1/2/22,0
INC,INCIDENTS,NON-VENDOR,3,2022,MAR | 2022,1Q | 2022,Backlog,1/3/22,0
INC,INCIDENTS,NON-VENDOR,4,2022,APR | 2022,2Q | 2022,Backlog,1/4/22,0
INC,INCIDENTS,NON-VENDOR,5,2022,MAY | 2022,2Q | 2022,Backlog,1/5/22,0
INC,INCIDENTS,NON-VENDOR,6,2022,JUN | 2022,2Q | 2022,Backlog,1/6/22,0
INC,INCIDENTS,NON-VENDOR,7,2022,JUL | 2022,3Q | 2022,Backlog,1/7/22,0
INC,INCIDENTS,NON-VENDOR,8,2022,AUG | 2022,3Q | 2022,Backlog,1/8/22,0
INC,INCIDENTS,NON-VENDOR,9,2022,SEP | 2022,3Q | 2022,Backlog,1/9/22,0
INC,INCIDENTS,NON-VENDOR,10,2022,OCT | 2022,4Q | 2022,Backlog,1/10/22,0
INC,INCIDENTS,NON-VENDOR,11,2022,NOV | 2022,4Q | 2022,Backlog,1/11/22,0
INC,INCIDENTS,NON-VENDOR,12,2022,DEC | 2022,4Q | 2022,Backlog,1/12/22,0
INC,INCIDENTS,NON-VENDOR,1,2023,JAN | 2023,1Q | 2023,Backlog,1/1/23,0
INC,INCIDENTS,NON-VENDOR,2,2023,FEB | 2023,1Q | 2023,Backlog,1/2/23,0
INC,INCIDENTS,NON-VENDOR,3,2023,MAR | 2023,1Q | 2023,Backlog,1/3/23,0
INC,INCIDENTS,NON-VENDOR,4,2023,APR | 2023,2Q | 2023,Backlog,1/4/23,0
INC,INCIDENTS,NON-VENDOR,5,2023,MAY | 2023,2Q | 2023,Backlog,1/5/23,0
INC,INCIDENTS,NON-VENDOR,6,2023,JUN | 2023,2Q | 2023,Backlog,1/6/23,0
INC,INCIDENTS,NON-VENDOR,7,2023,JUL | 2023,3Q | 2023,Backlog,1/7/23,45
INC,INCIDENTS,NON-VENDOR,8,2023,AUG | 2023,3Q | 2023,Backlog,1/8/23,39
INC,INCIDENTS,NON-VENDOR,9,2023,SEP | 2023,3Q | 2023,Backlog,1/9/23,42
INC,INCIDENTS,NON-VENDOR,10,2023,OCT | 2023,4Q | 2023,Backlog,1/10/23,36
INC,INCIDENTS,NON-VENDOR,11,2023,NOV | 2023,4Q | 2023,Backlog,1/11/23,36
INC,INCIDENTS,NON-VENDOR,12,2023,DEC | 2023,4Q | 2023,Backlog,1/12/23,25
INC,INCIDENTS,NON-VENDOR,1,2024,JAN | 2024,1Q | 2024,Backlog,1/1/24,29
INC,INCIDENTS,NON-VENDOR,2,2024,FEB | 2024,1Q | 2024,Backlog,1/2/24,31
INC,INCIDENTS,NON-VENDOR,3,2024,MAR | 2024,1Q | 2024,Backlog,1/3/24,27
INC,INCIDENTS,NON-VENDOR,4,2024,APR | 2024,2Q | 2024,Backlog,1/4/24,25
INC,INCIDENTS,NON-VENDOR,5,2024,MAY | 2024,2Q | 2024,Backlog,1/5/24,25
INC,INCIDENTS,NON-VENDOR,6,2024,JUN | 2024,2Q | 2024,Backlog,1/6/24,38
INC,INCIDENTS,NON-VENDOR,7,2024,JUL | 2024,3Q | 2024,Backlog,1/7/24,32
INC,INCIDENTS,NON-VENDOR,8,2024,AUG | 2024,3Q | 2024,Backlog,1/8/24,0
INC,INCIDENTS,NON-VENDOR,9,2024,SEP | 2024,3Q | 2024,Backlog,1/9/24,0
INC,INCIDENTS,NON-VENDOR,10,2024,OCT | 2024,4Q | 2024,Backlog,1/10/24,0
INC,INCIDENTS,NON-VENDOR,11,2024,NOV | 2024,4Q | 2024,Backlog,1/11/24,0
INC,INCIDENTS,NON-VENDOR,12,2024,DEC | 2024,4Q | 2024,Backlog,1/12/24,0
SR,SERVICE REQUEST,NON-VENDOR,1,2021,JAN | 2021,1Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,2,2021,FEB | 2021,1Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,3,2021,MAR | 2021,1Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,4,2021,APR | 2021,2Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,5,2021,MAY | 2021,2Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,6,2021,JUN | 2021,2Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,7,2021,JUL | 2021,3Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,8,2021,AUG | 2021,3Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,9,2021,SEP | 2021,3Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,10,2021,OCT | 2021,4Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,11,2021,NOV | 2021,4Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,12,2021,DEC | 2021,4Q | 2021,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,1,2022,JAN | 2022,1Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,2,2022,FEB | 2022,1Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,3,2022,MAR | 2022,1Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,4,2022,APR | 2022,2Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,5,2022,MAY | 2022,2Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,6,2022,JUN | 2022,2Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,7,2022,JUL | 2022,3Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,8,2022,AUG | 2022,3Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,9,2022,SEP | 2022,3Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,10,2022,OCT | 2022,4Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,11,2022,NOV | 2022,4Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,12,2022,DEC | 2022,4Q | 2022,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,1,2023,JAN | 2023,1Q | 2023,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,2,2023,FEB | 2023,1Q | 2023,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,3,2023,MAR | 2023,1Q | 2023,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,4,2023,APR | 2023,2Q | 2023,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,5,2023,MAY | 2023,2Q | 2023,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,6,2023,JUN | 2023,2Q | 2023,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,7,2023,JUL | 2023,3Q | 2023,Open,,60
SR,SERVICE REQUEST,NON-VENDOR,8,2023,AUG | 2023,3Q | 2023,Open,,84
SR,SERVICE REQUEST,NON-VENDOR,9,2023,SEP | 2023,3Q | 2023,Open,,71
SR,SERVICE REQUEST,NON-VENDOR,10,2023,OCT | 2023,4Q | 2023,Open,,97
SR,SERVICE REQUEST,NON-VENDOR,11,2023,NOV | 2023,4Q | 2023,Open,,68
SR,SERVICE REQUEST,NON-VENDOR,12,2023,DEC | 2023,4Q | 2023,Open,,61
SR,SERVICE REQUEST,NON-VENDOR,1,2024,JAN | 2024,1Q | 2024,Open,,72
SR,SERVICE REQUEST,NON-VENDOR,2,2024,FEB | 2024,1Q | 2024,Open,,93
SR,SERVICE REQUEST,NON-VENDOR,3,2024,MAR | 2024,1Q | 2024,Open,,91
SR,SERVICE REQUEST,NON-VENDOR,4,2024,APR | 2024,2Q | 2024,Open,,90
SR,SERVICE REQUEST,NON-VENDOR,5,2024,MAY | 2024,2Q | 2024,Open,,92
SR,SERVICE REQUEST,NON-VENDOR,6,2024,JUN | 2024,2Q | 2024,Open,,80
SR,SERVICE REQUEST,NON-VENDOR,7,2024,JUL | 2024,3Q | 2024,Open,,25
SR,SERVICE REQUEST,NON-VENDOR,8,2024,AUG | 2024,3Q | 2024,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,9,2024,SEP | 2024,3Q | 2024,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,10,2024,OCT | 2024,4Q | 2024,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,11,2024,NOV | 2024,4Q | 2024,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,12,2024,DEC | 2024,4Q | 2024,Open,,0
SR,SERVICE REQUEST,NON-VENDOR,1,2021,JAN | 2021,1Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,2,2021,FEB | 2021,1Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,3,2021,MAR | 2021,1Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,4,2021,APR | 2021,2Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,5,2021,MAY | 2021,2Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,6,2021,JUN | 2021,2Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,7,2021,JUL | 2021,3Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,8,2021,AUG | 2021,3Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,9,2021,SEP | 2021,3Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,10,2021,OCT | 2021,4Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,11,2021,NOV | 2021,4Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,12,2021,DEC | 2021,4Q | 2021,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,1,2022,JAN | 2022,1Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,2,2022,FEB | 2022,1Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,3,2022,MAR | 2022,1Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,4,2022,APR | 2022,2Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,5,2022,MAY | 2022,2Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,6,2022,JUN | 2022,2Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,7,2022,JUL | 2022,3Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,8,2022,AUG | 2022,3Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,9,2022,SEP | 2022,3Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,10,2022,OCT | 2022,4Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,11,2022,NOV | 2022,4Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,12,2022,DEC | 2022,4Q | 2022,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,1,2023,JAN | 2023,1Q | 2023,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,2,2023,FEB | 2023,1Q | 2023,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,3,2023,MAR | 2023,1Q | 2023,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,4,2023,APR | 2023,2Q | 2023,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,5,2023,MAY | 2023,2Q | 2023,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,6,2023,JUN | 2023,2Q | 2023,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,7,2023,JUL | 2023,3Q | 2023,Resolved,,40
SR,SERVICE REQUEST,NON-VENDOR,8,2023,AUG | 2023,3Q | 2023,Resolved,,77
SR,SERVICE REQUEST,NON-VENDOR,9,2023,SEP | 2023,3Q | 2023,Resolved,,70
SR,SERVICE REQUEST,NON-VENDOR,10,2023,OCT | 2023,4Q | 2023,Resolved,,96
SR,SERVICE REQUEST,NON-VENDOR,11,2023,NOV | 2023,4Q | 2023,Resolved,,72
SR,SERVICE REQUEST,NON-VENDOR,12,2023,DEC | 2023,4Q | 2023,Resolved,,66
SR,SERVICE REQUEST,NON-VENDOR,1,2024,JAN | 2024,1Q | 2024,Resolved,,66
SR,SERVICE REQUEST,NON-VENDOR,2,2024,FEB | 2024,1Q | 2024,Resolved,,93
SR,SERVICE REQUEST,NON-VENDOR,3,2024,MAR | 2024,1Q | 2024,Resolved,,98
SR,SERVICE REQUEST,NON-VENDOR,4,2024,APR | 2024,2Q | 2024,Resolved,,81
SR,SERVICE REQUEST,NON-VENDOR,5,2024,MAY | 2024,2Q | 2024,Resolved,,97
SR,SERVICE REQUEST,NON-VENDOR,6,2024,JUN | 2024,2Q | 2024,Resolved,,71
SR,SERVICE REQUEST,NON-VENDOR,7,2024,JUL | 2024,3Q | 2024,Resolved,,17
SR,SERVICE REQUEST,NON-VENDOR,8,2024,AUG | 2024,3Q | 2024,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,9,2024,SEP | 2024,3Q | 2024,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,10,2024,OCT | 2024,4Q | 2024,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,11,2024,NOV | 2024,4Q | 2024,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,12,2024,DEC | 2024,4Q | 2024,Resolved,,0
SR,SERVICE REQUEST,NON-VENDOR,1,2021,JAN | 2021,1Q | 2021,Backlog,1/1/21,0
SR,SERVICE REQUEST,NON-VENDOR,2,2021,FEB | 2021,1Q | 2021,Backlog,1/2/21,0
SR,SERVICE REQUEST,NON-VENDOR,3,2021,MAR | 2021,1Q | 2021,Backlog,1/3/21,0
SR,SERVICE REQUEST,NON-VENDOR,4,2021,APR | 2021,2Q | 2021,Backlog,1/4/21,0
SR,SERVICE REQUEST,NON-VENDOR,5,2021,MAY | 2021,2Q | 2021,Backlog,1/5/21,0
SR,SERVICE REQUEST,NON-VENDOR,6,2021,JUN | 2021,2Q | 2021,Backlog,1/6/21,0
SR,SERVICE REQUEST,NON-VENDOR,7,2021,JUL | 2021,3Q | 2021,Backlog,1/7/21,0
SR,SERVICE REQUEST,NON-VENDOR,8,2021,AUG | 2021,3Q | 2021,Backlog,1/8/21,0
SR,SERVICE REQUEST,NON-VENDOR,9,2021,SEP | 2021,3Q | 2021,Backlog,1/9/21,0
SR,SERVICE REQUEST,NON-VENDOR,10,2021,OCT | 2021,4Q | 2021,Backlog,1/10/21,0
SR,SERVICE REQUEST,NON-VENDOR,11,2021,NOV | 2021,4Q | 2021,Backlog,1/11/21,0
SR,SERVICE REQUEST,NON-VENDOR,12,2021,DEC | 2021,4Q | 2021,Backlog,1/12/21,0
SR,SERVICE REQUEST,NON-VENDOR,1,2022,JAN | 2022,1Q | 2022,Backlog,1/1/22,0
SR,SERVICE REQUEST,NON-VENDOR,2,2022,FEB | 2022,1Q | 2022,Backlog,1/2/22,0
SR,SERVICE REQUEST,NON-VENDOR,3,2022,MAR | 2022,1Q | 2022,Backlog,1/3/22,0
SR,SERVICE REQUEST,NON-VENDOR,4,2022,APR | 2022,2Q | 2022,Backlog,1/4/22,0
SR,SERVICE REQUEST,NON-VENDOR,5,2022,MAY | 2022,2Q | 2022,Backlog,1/5/22,0
SR,SERVICE REQUEST,NON-VENDOR,6,2022,JUN | 2022,2Q | 2022,Backlog,1/6/22,0
